aX,aY,aZ,gX,gY,gZ
1.296,-2.206,9.969,0.296,-0.45,2.31
1.288,-2.174,10.033,0.349,-0.462,2.303
1.239,-2.197,10,0.416,-0.46,2.295
1.174,-2.262,9.914,0.478,-0.446,2.282
1.149,-2.355,9.903,0.529,-0.444,2.269
1.19,-2.398,9.954,0.552,-0.443,2.261
1.215,-2.454,9.968,0.549,-0.447,2.25
1.117,-2.384,9.902,0.543,-0.454,2.242
1.084,-2.264,9.754,0.546,-0.465,2.249
1.178,-2.337,9.766,0.537,-0.465,2.261
1.229,-2.372,9.773,0.526,-0.469,2.253
1.133,-2.37,9.773,0.523,-0.48,2.236
1.121,-2.345,9.791,0.529,-0.488,2.229
1.067,-2.269,9.763,0.535,-0.495,2.228
1.005,-2.172,9.788,0.521,-0.485,2.231
1.044,-2.141,9.857,0.522,-0.499,2.234
1.047,-2.028,9.947,0.534,-0.506,2.231
0.935,-1.873,9.978,0.53,-0.509,2.233
0.885,-1.866,10.087,0.486,-0.504,2.256
0.996,-1.843,10.183,0.486,-0.518,2.27
1.028,-1.854,10.143,0.506,-0.534,2.277
1.122,-2.047,10.111,0.487,-0.54,2.279
1.173,-2.092,10.06,0.458,-0.535,2.269
1.118,-1.882,9.865,0.446,-0.558,2.275
1.139,-1.922,9.818,0.422,-0.553,2.308
1.056,-1.733,9.782,0.446,-0.562,2.323
1.008,-1.842,9.884,0.462,-0.596,2.351
1.121,-1.927,9.86,0.507,-0.616,2.343
1.21,-2.086,9.893,0.569,-0.61,2.31
1.16,-2.071,9.741,0.641,-0.585,2.26
1.097,-2.062,9.723,0.703,-0.555,2.23
1.009,-1.812,9.761,0.775,-0.55,2.225
0.92,-1.821,9.71,0.812,-0.558,2.255
0.967,-2.204,9.539,0.812,-0.524,2.249
1.098,-2.575,9.434,0.792,-0.487,2.182
1.101,-2.77,9.365,0.73,-0.464,2.113
1.109,-2.828,9.449,0.702,-0.455,2.076
0.982,-2.558,9.295,0.746,-0.443,2.08
1.042,-2.797,9.117,0.79,-0.39,2.113
1.435,-3.141,9.117,0.851,-0.324,2.076
1.6,-3.507,9.119,0.874,-0.287,1.991
1.609,-3.704,9.355,0.871,-0.234,1.893
1.604,-3.701,9.406,0.887,-0.22,1.813
1.71,-4.161,9.262,0.835,-0.179,1.759
1.963,-4.552,9.286,0.768,-0.108,1.643
2.014,-4.515,9.292,0.659,-0.089,1.504

1.603,-0.464,10.143,-0.109,0.021,0.075
1.588,-0.431,10.128,-0.096,0.01,0.085
1.544,-0.405,10.018,-0.086,0.01,0.089
1.463,-0.402,9.873,-0.066,0.001,0.091
1.503,-0.469,9.848,-0.047,-0.004,0.092
1.481,-0.467,9.886,-0.043,-0.005,0.093
1.424,-0.444,9.844,-0.045,-0.011,0.1
1.408,-0.358,9.863,-0.036,-0.016,0.108
1.405,-0.366,9.777,-0.029,0.002,0.114
1.422,-0.413,9.616,-0.02,0.021,0.115
1.486,-0.474,9.602,-0.022,0.028,0.114
1.484,-0.483,9.579,-0.046,0.036,0.122
1.47,-0.459,9.682,-0.072,0.04,0.134
1.461,-0.419,9.804,-0.095,0.034,0.149
1.486,-0.356,9.866,-0.1,0.026,0.168
1.473,-0.262,9.913,-0.093,0.032,0.186
1.395,-0.187,9.97,-0.072,0.036,0.213
1.357,-0.178,10.004,-0.026,0.029,0.241
1.326,-0.158,10.157,0,0.026,0.262
1.289,0.019,10.368,0.014,-0.008,0.291
1.239,0.243,10.411,0.019,-0.032,0.341
1.366,0.437,10.517,0.04,-0.056,0.405
1.396,0.513,10.518,0.082,-0.067,0.471
1.286,0.457,10.502,0.14,-0.088,0.546
1.23,0.342,10.511,0.146,-0.108,0.647
1.245,0.314,10.528,0.104,-0.139,0.759
1.181,0.417,10.408,0.049,-0.173,0.878
1.124,0.517,10.298,-0.001,-0.208,1.001
1.154,0.668,10.297,-0.048,-0.226,1.129
1.172,0.741,10.328,-0.065,-0.246,1.24
1.027,0.749,10.284,-0.06,-0.255,1.332
0.973,0.727,10.361,-0.061,-0.25,1.41
0.998,0.638,10.425,-0.053,-0.245,1.474
1.023,0.592,10.386,-0.052,-0.243,1.527
1.053,0.538,10.296,-0.067,-0.248,1.585
1,0.547,10.304,-0.081,-0.26,1.652
1.105,0.447,10.448,-0.063,-0.281,1.731
1.109,0.196,10.359,-0.023,-0.302,1.795
1.109,0.094,10.316,0.001,-0.318,1.856
1.17,0.015,10.291,0.025,-0.343,1.925
1.185,-0.092,10.257,0.056,-0.364,1.991
1.211,-0.201,10.176,0.083,-0.381,2.045
1.244,-0.295,10.143,0.091,-0.388,2.089
1.263,-0.311,10.172,0.092,-0.398,2.121
1.29,-0.378,10.13,0.096,-0.401,2.15
1.361,-0.533,10.1,0.132,-0.411,2.159
1.403,-0.632,9.985,0.173,-0.414,2.147
1.415,-0.619,9.861,0.194,-0.415,2.135
1.393,-0.672,9.708,0.206,-0.409,2.135
1.412,-0.763,9.662,0.228,-0.4,2.131
1.464,-0.865,9.764,0.256,-0.395,2.121
1.51,-0.996,9.875,0.276,-0.383,2.121
1.492,-1.064,9.876,0.294,-0.382,2.118
1.411,-1.038,9.768,0.306,-0.395,2.119
1.41,-1.015,9.655,0.308,-0.384,2.129
1.379,-0.985,9.657,0.326,-0.369,2.145
1.282,-0.949,9.799,0.353,-0.371,2.161
1.309,-1.003,9.948,0.356,-0.369,2.188
1.399,-1.07,10.019,0.357,-0.369,2.209
1.417,-1.151,9.972,0.348,-0.37,2.217
1.486,-1.287,9.932,0.345,-0.369,2.209
1.473,-1.365,9.75,0.352,-0.376,2.191
1.471,-1.435,9.726,0.35,-0.381,2.184
1.6,-1.546,9.807,0.325,-0.381,2.186
1.625,-1.606,9.811,0.309,-0.394,2.179
1.6,-1.613,9.881,0.312,-0.414,2.168
1.602,-1.65,9.778,0.324,-0.413,2.149
1.546,-1.589,9.66,0.359,-0.406,2.127
1.508,-1.504,9.653,0.408,-0.403,2.116
1.556,-1.604,9.658,0.469,-0.395,2.101
1.645,-1.71,9.713,0.515,-0.375,2.077
1.681,-1.812,9.71,0.536,-0.37,2.056
1.674,-1.894,9.808,0.502,-0.364,2.035
1.721,-1.951,9.812,0.452,-0.371,2.015
1.728,-1.852,9.686,0.393,-0.381,2.002
1.728,-1.956,9.625,0.325,-0.383,2.001
1.73,-1.947,9.626,0.311,-0.387,1.986
1.68,-1.842,9.782,0.332,-0.397,1.98
1.672,-1.743,9.968,0.366,-0.404,1.988
1.596,-1.501,10.048,0.425,-0.405,2.001
1.5,-1.355,9.994,0.489,-0.392,2.021
1.535,-1.38,9.948,0.56,-0.386,2.031
1.554,-1.483,9.89,0.602,-0.373,2.017
1.616,-1.622,9.891,0.595,-0.36,1.996
1.707,-1.716,9.976,0.546,-0.343,1.975
1.66,-1.754,9.91,0.479,-0.335,1.966
1.671,-1.863,9.86,0.411,-0.348,1.968
1.702,-1.867,9.776,0.354,-0.354,1.971
1.695,-1.745,9.753,0.339,-0.35,1.979
1.649,-1.68,9.833,0.358,-0.345,2
1.615,-1.496,9.836,0.437,-0.356,2.015
1.559,-1.298,9.959,0.532,-0.348,2.023
1.459,-1.218,9.981,0.613,-0.344,2.026
1.596,-1.284,10.074,0.671,-0.328,2.016
1.797,-1.18,10.062,0.727,-0.307,1.96
1.784,-1.112,10.02,0.733,-0.274,1.92
1.633,-1.05,10.02,0.735,-0.232,1.897
1.623,-1.177,9.988,0.733,-0.214,1.916
1.63,-1.234,10.085,0.694,-0.2,1.93
1.468,-1.169,10.026,0.609,-0.226,1.96
1.425,-1.509,9.943,0.497,-0.271,2.008
1.55,-1.683,9.758,0.472,-0.31,2.022
1.5,-1.753,9.548,0.462,-0.295,2.029
1.337,-1.526,9.542,0.529,-0.288,2.049

1.143,-0.027,10.242,-0.054,-0.111,0.61
1.209,-0.032,10.194,-0.077,-0.12,0.677
1.256,-0.038,10.15,-0.09,-0.139,0.744
1.174,-0.072,10.183,-0.103,-0.162,0.805
1.267,-0.041,10.316,-0.115,-0.179,0.862
1.265,-0.006,10.28,-0.107,-0.204,0.906
1.293,0.058,10.356,-0.084,-0.209,0.947
1.288,0.096,10.282,-0.031,-0.213,0.988
1.245,0.082,10.175,0.016,-0.223,1.026
1.238,0.021,10.25,0.043,-0.243,1.066
1.243,-0.003,10.321,0.052,-0.267,1.114
1.239,-0.035,10.362,0.043,-0.269,1.159
1.22,-0.046,10.319,0.05,-0.284,1.201
1.203,-0.135,10.203,0.049,-0.289,1.244
1.22,-0.19,10.106,0.036,-0.286,1.28
1.196,-0.198,9.978,0.005,-0.289,1.314
1.188,-0.261,9.821,-0.018,-0.28,1.35
1.214,-0.275,9.796,-0.029,-0.273,1.386
1.234,-0.304,9.946,-0.061,-0.264,1.424
1.306,-0.434,10.112,-0.074,-0.277,1.458
1.241,-0.355,10.134,-0.063,-0.301,1.467
1.178,-0.25,10.077,-0.042,-0.294,1.495
1.156,-0.301,9.968,0.008,-0.29,1.53
1.209,-0.379,9.982,0.041,-0.285,1.567
1.239,-0.406,9.887,0.051,-0.283,1.601
1.217,-0.462,9.814,0.036,-0.281,1.64
1.206,-0.574,9.807,0.011,-0.29,1.677
1.213,-0.633,9.872,-0.017,-0.289,1.714
1.242,-0.656,10.054,-0.025,-0.3,1.752
1.217,-0.678,10.095,-0.009,-0.317,1.792
1.211,-0.72,10.049,0.024,-0.326,1.825
1.194,-0.695,10.033,0.048,-0.311,1.849
1.208,-0.723,9.948,0.091,-0.315,1.858
1.185,-0.754,9.954,0.146,-0.324,1.866
1.184,-0.817,10.019,0.193,-0.332,1.879
1.192,-0.872,10.056,0.228,-0.336,1.89
1.128,-0.883,9.991,0.259,-0.352,1.905
1.107,-0.918,9.908,0.28,-0.357,1.923
1.182,-1.006,9.905,0.285,-0.347,1.941
1.22,-1.055,9.909,0.286,-0.335,1.952
1.221,-1.085,9.968,0.297,-0.337,1.965
1.25,-1.11,9.935,0.306,-0.336,1.991
1.257,-1.194,9.896,0.311,-0.328,2.016
1.25,-1.283,9.857,0.327,-0.34,2.026
1.282,-1.332,9.842,0.34,-0.346,2.035
1.271,-1.319,9.708,0.336,-0.337,2.045
1.234,-1.307,9.651,0.328,-0.337,2.053
1.264,-1.388,9.691,0.321,-0.333,2.06
1.345,-1.457,9.778,0.328,-0.335,2.053
1.355,-1.501,9.908,0.328,-0.333,2.047
1.38,-1.566,10.015,0.307,-0.327,2.047
1.422,-1.594,9.962,0.306,-0.338,2.044
1.435,-1.595,9.902,0.319,-0.337,2.031
1.399,-1.548,9.842,0.35,-0.337,2.018
1.348,-1.523,9.788,0.379,-0.327,2.016
1.363,-1.639,9.762,0.4,-0.322,2.018
1.387,-1.747,9.84,0.42,-0.328,2.007
1.444,-1.842,9.923,0.423,-0.339,1.999
1.454,-1.815,10.054,0.427,-0.36,1.985
1.438,-1.759,10.058,0.424,-0.376,1.98
1.474,-1.8,9.98,0.431,-0.402,1.978
1.514,-1.881,9.95,0.421,-0.406,1.963
1.496,-1.896,9.84,0.423,-0.417,1.935
1.568,-1.867,9.862,0.396,-0.414,1.925
1.533,-1.722,9.899,0.378,-0.423,1.925
1.461,-1.643,9.897,0.377,-0.45,1.935
1.474,-1.703,9.954,0.392,-0.466,1.936
1.48,-1.724,9.93,0.417,-0.469,1.918
1.471,-1.781,9.835,0.405,-0.445,1.909
1.544,-1.871,9.85,0.383,-0.428,1.9
1.575,-1.845,9.853,0.375,-0.434,1.89
1.612,-1.79,9.888,0.356,-0.43,1.891
1.658,-1.78,9.875,0.337,-0.433,1.895
1.63,-1.761,9.853,0.326,-0.45,1.898
1.561,-1.676,9.793,0.315,-0.455,1.902
1.628,-1.692,9.881,0.322,-0.465,1.915
1.658,-1.773,9.785,0.331,-0.452,1.912
1.643,-1.817,9.747,0.357,-0.436,1.902
1.608,-1.67,9.755,0.402,-0.414,1.899
1.609,-1.716,9.688,0.45,-0.4,1.909
1.725,-1.768,9.785,0.495,-0.38,1.899
1.695,-1.632,9.842,0.536,-0.386,1.886
1.636,-1.558,9.842,0.547,-0.391,1.896
1.627,-1.544,9.718,0.579,-0.401,1.901
1.649,-1.506,9.632,0.576,-0.39,1.896
1.772,-1.776,9.705,0.522,-0.369,1.888
1.91,-1.906,9.764,0.478,-0.382,1.863
1.924,-1.87,9.669,0.409,-0.384,1.852
1.91,-1.85,9.672,0.354,-0.392,1.857
1.86,-1.807,9.598,0.341,-0.403,1.862
1.851,-1.696,9.572,0.362,-0.395,1.875
1.884,-1.483,9.715,0.452,-0.383,1.893
1.882,-1.469,9.69,0.57,-0.359,1.914
1.95,-1.658,9.573,0.711,-0.323,1.898
1.919,-1.858,9.353,0.848,-0.274,1.852
1.934,-2.214,9.327,0.918,-0.211,1.794
2.141,-2.751,9.411,0.901,-0.167,1.715
2.287,-3.042,9.415,0.841,-0.148,1.62
2.336,-3.253,9.338,0.732,-0.139,1.552
2.396,-3.585,9.242,0.595,-0.13,1.498
2.393,-3.563,9.275,0.507,-0.122,1.429
2.356,-3.53,9.261,0.436,-0.113,1.394
2.405,-3.608,9.366,0.431,-0.086,1.373
2.435,-3.55,9.428,0.502,-0.065,1.322

1.454,0.027,10.091,-0.106,0.022,0.092
1.453,0.085,10.149,-0.156,0.032,0.106
1.443,0.096,10.168,-0.168,0.009,0.122
1.454,0.129,10.153,-0.159,0,0.131
1.472,0.151,10.118,-0.127,-0.006,0.14
1.466,0.175,10.015,-0.092,-0.008,0.149
1.486,0.153,9.971,-0.076,0.001,0.169
1.457,0.103,10.012,-0.062,0.002,0.184
1.454,0.114,10.064,-0.042,-0.02,0.199
1.482,0.112,10.155,-0.058,-0.028,0.222
1.419,0.172,10.134,-0.076,-0.046,0.243
1.362,0.27,10.007,-0.091,-0.056,0.271
1.367,0.363,9.958,-0.093,-0.062,0.301
1.399,0.375,9.943,-0.095,-0.058,0.33
1.4,0.349,9.95,-0.103,-0.06,0.356
1.306,0.286,9.998,-0.113,-0.06,0.381
1.328,0.303,10.051,-0.106,-0.057,0.406
1.332,0.298,10.005,-0.085,-0.062,0.434
1.407,0.274,10.094,-0.057,-0.075,0.467
1.466,0.296,10.079,-0.014,-0.086,0.489
1.462,0.299,9.898,0.023,-0.092,0.498
1.49,0.282,9.836,0.029,-0.097,0.513
1.442,0.249,9.851,0.003,-0.09,0.524
1.439,0.332,9.997,-0.016,-0.102,0.539
1.383,0.427,10.129,-0.017,-0.118,0.573
1.359,0.497,10.285,-0.021,-0.118,0.619
1.35,0.569,10.323,-0.001,-0.141,0.677
1.337,0.689,10.331,0.019,-0.165,0.743
1.254,0.804,10.267,0.044,-0.204,0.819
1.124,0.862,10.117,0.05,-0.222,0.918
1.118,0.952,10.159,0.049,-0.214,1.038
1.174,0.972,10.353,0.054,-0.224,1.181
1.24,0.878,10.477,0.079,-0.24,1.311
1.22,0.792,10.379,0.118,-0.253,1.417
1.108,0.816,10.144,0.142,-0.258,1.508
1.037,0.883,9.963,0.142,-0.25,1.601
0.873,0.885,9.642,0.114,-0.255,1.69
0.899,0.82,9.641,0.038,-0.234,1.751
1.019,0.832,9.93,-0.027,-0.262,1.804
1.111,0.752,10.17,-0.081,-0.29,1.847
1.101,0.609,10.296,-0.103,-0.296,1.877
1.243,0.485,10.333,-0.102,-0.298,1.916
1.2,0.423,10.135,-0.084,-0.302,1.959
1.539,-0.04,9.752,-0.16,-0.29,2.018
1.833,-4.025,7.969,-0.943,-0.42,1.973
2.245,-5.691,8.489,-2.271,-0.582,1.673
3.233,-6.206,8.776,-2.644,-0.654,1.365
2.506,-7.607,8.426,-2.905,-0.603,1.083
1.513,-5.936,11.587,-2.552,-0.453,0.799
2.923,3.14,13.192,-0.189,-0.464,1.127
1.48,-2.833,12.492,0.93,-0.431,1.763
-0.54,4.948,12.454,1.595,-0.288,1.823
0.549,3.866,11.785,2.38,-0.349,2.533
0.785,0.661,9.387,2.147,-0.308,2.481
2.157,-1.601,8.362,1.326,-0.328,2
2.805,-3.863,8.436,0.41,-0.487,1.498
2.354,-3.778,8.872,-0.228,-0.533,1.193
1.845,-2.525,9.239,-0.627,-0.543,1.24
1.686,-0.917,9.757,-0.879,-0.584,1.555
1.995,0.191,10.344,-0.823,-0.629,1.899
2.068,0.937,10.495,-0.313,-0.595,2.016
1.85,0.631,10.177,0.355,-0.522,1.974
1.667,0.112,9.773,0.863,-0.403,1.903
1.443,-0.155,9.576,1.17,-0.291,1.887
1.455,-0.676,9.66,1.273,-0.229,1.932
1.718,-1.063,9.825,1.224,-0.201,1.97
1.783,-1.127,9.915,1.072,-0.22,2.013
1.608,-0.887,9.66,0.881,-0.247,2.088
1.488,-0.486,9.496,0.716,-0.254,2.184
1.413,-0.41,9.458,0.574,-0.246,2.285
1.532,-0.401,9.633,0.516,-0.227,2.344
1.784,-0.528,9.974,0.561,-0.212,2.365
1.947,-0.702,10.249,0.647,-0.204,2.362
1.932,-0.786,10.391,0.732,-0.201,2.365
1.831,-0.842,10.1,0.802,-0.197,2.395
1.831,-0.866,9.77,0.859,-0.176,2.431
1.833,-0.972,9.552,0.863,-0.159,2.473
1.851,-1.297,9.533,0.816,-0.176,2.499
1.936,-1.587,9.72,0.746,-0.199,2.472
1.897,-1.621,9.822,0.667,-0.234,2.417
1.785,-1.731,9.864,0.555,-0.265,2.373
1.875,-1.831,9.949,0.468,-0.292,2.337
1.867,-1.594,9.961,0.451,-0.312,2.3
1.661,-1.441,9.87,0.478,-0.328,2.292
1.686,-1.602,9.916,0.56,-0.319,2.285
1.716,-1.709,10.018,0.646,-0.304,2.257
1.641,-1.865,9.966,0.679,-0.305,2.233
1.69,-2.059,9.874,0.672,-0.313,2.202
1.718,-2.205,9.681,0.656,-0.317,2.162
1.762,-2.235,9.585,0.627,-0.294,2.117
1.679,-2.153,9.486,0.622,-0.294,2.082
1.628,-2.22,9.487,0.603,-0.282,2.079
1.596,-2.222,9.445,0.604,-0.253,2.062
1.635,-2.221,9.496,0.607,-0.239,2.035
1.716,-2.324,9.606,0.6,-0.223,1.993
1.69,-2.103,9.636,0.604,-0.213,1.939
1.664,-2.061,9.582,0.609,-0.223,1.909
1.707,-2.145,9.559,0.598,-0.215,1.88
1.706,-2.189,9.465,0.563,-0.202,1.842
1.787,-2.347,9.549,0.511,-0.173,1.801
1.781,-2.159,9.704,0.493,-0.166,1.748
1.693,-1.988,9.711,0.456,-0.17,1.729
1.789,-2.003,9.792,0.435,-0.171,1.718
1.845,-1.942,9.755,0.435,-0.168,1.682

1.729,-0.382,9.845,-0.007,0.035,0.241
1.787,-0.347,10.002,-0.017,0.039,0.263
1.768,-0.345,10.089,-0.013,0.037,0.273
1.732,-0.297,10.049,-0.005,0.038,0.281
1.735,-0.323,10.072,-0.004,0.041,0.303
1.767,-0.389,10.116,0.013,0.025,0.327
1.821,-0.503,10.11,0.023,0.018,0.353
1.901,-0.546,10.077,0.03,0,0.38
1.952,-0.53,10.067,0.035,-0.022,0.414
1.936,-0.507,10.028,0.038,-0.028,0.449
1.895,-0.514,9.953,0.049,-0.035,0.478
1.908,-0.458,9.974,0.054,-0.046,0.502
1.853,-0.359,10.092,0.078,-0.063,0.524
1.813,-0.368,10.074,0.113,-0.065,0.537
1.896,-0.4,10.056,0.139,-0.06,0.532
1.871,-0.464,9.948,0.156,-0.069,0.519
1.799,-0.462,9.905,0.162,-0.065,0.513
1.83,-0.533,9.873,0.149,-0.057,0.519
1.908,-0.58,9.898,0.12,-0.061,0.532
1.948,-0.625,9.987,0.084,-0.067,0.555
1.901,-0.617,9.905,0.075,-0.077,0.571
1.928,-0.568,9.817,0.075,-0.071,0.587
1.894,-0.56,9.635,0.078,-0.057,0.609
1.858,-0.56,9.644,0.094,-0.051,0.626
1.811,-0.52,9.677,0.097,-0.042,0.649
1.678,-0.389,9.763,0.073,-0.032,0.686
1.56,-0.225,9.92,0.053,-0.039,0.737
1.496,-0.102,10.025,0.049,-0.049,0.793
1.362,0.087,10.045,0.076,-0.048,0.843
1.279,0.195,10.038,0.095,-0.042,0.906
1.296,0.26,10.06,0.111,-0.045,0.975
1.275,0.278,10.07,0.119,-0.062,1.047
1.259,0.274,10.099,0.109,-0.073,1.128
1.339,0.277,10.143,0.103,-0.084,1.212
1.38,0.274,10.141,0.105,-0.093,1.291
1.398,0.229,10.107,0.107,-0.103,1.369
1.4,0.213,10.071,0.103,-0.122,1.438
1.37,0.195,10.076,0.095,-0.139,1.501
1.316,0.175,10.047,0.098,-0.141,1.556
1.344,0.156,10.076,0.12,-0.141,1.603
1.299,0.141,10.176,0.124,-0.134,1.654
1.3,0.062,10.255,0.143,-0.141,1.701
1.366,-0.045,10.271,0.167,-0.143,1.739
1.363,-0.146,10.181,0.186,-0.154,1.77
1.396,-0.281,10.145,0.189,-0.163,1.804
1.434,-0.426,10.064,0.185,-0.17,1.839
1.432,-0.568,10.085,0.186,-0.183,1.869
1.448,-0.653,10.178,0.177,-0.197,1.903
1.496,-0.705,10.19,0.17,-0.226,1.938
1.546,-0.819,10.121,0.159,-0.245,1.969
1.579,-0.815,10.132,0.158,-0.257,1.982
1.548,-0.769,10.077,0.175,-0.275,1.986
1.587,-0.832,10.044,0.191,-0.276,1.998
1.566,-0.859,9.987,0.22,-0.277,1.997
1.534,-0.919,9.988,0.259,-0.289,1.997
1.566,-1.054,9.954,0.28,-0.274,1.995
1.576,-1.101,9.873,0.299,-0.268,1.985
1.59,-1.093,9.887,0.31,-0.279,1.992
1.592,-1.18,9.824,0.304,-0.285,2.004
1.575,-1.207,9.722,0.29,-0.292,2.007
1.524,-1.229,9.731,0.273,-0.303,2.01
1.512,-1.236,9.748,0.251,-0.305,2.026
1.488,-1.151,9.772,0.244,-0.314,2.042
1.437,-1.141,9.799,0.25,-0.328,2.058
1.506,-1.116,9.915,0.272,-0.326,2.069
1.544,-1.074,10.053,0.306,-0.331,2.071
1.487,-1.123,10.087,0.318,-0.338,2.08
1.479,-1.269,10.038,0.328,-0.353,2.079
1.489,-1.35,9.989,0.317,-0.353,2.074
1.482,-1.375,9.982,0.308,-0.352,2.078
1.506,-1.379,10.109,0.336,-0.361,2.086
1.45,-1.333,10.126,0.379,-0.37,2.1
1.429,-1.377,10.105,0.408,-0.379,2.12
1.464,-1.443,10.11,0.443,-0.402,2.129
1.496,-1.462,10.096,0.456,-0.406,2.129
1.42,-1.422,10.001,0.458,-0.412,2.131
1.415,-1.378,9.934,0.457,-0.412,2.141
1.387,-1.49,9.916,0.445,-0.402,2.158
1.452,-1.567,10.049,0.443,-0.394,2.158
1.472,-1.448,10.248,0.467,-0.401,2.154
1.372,-1.359,10.26,0.512,-0.421,2.168
1.395,-1.496,10.074,0.557,-0.415,2.168
1.411,-1.567,9.896,0.604,-0.416,2.144
1.402,-1.566,9.828,0.622,-0.409,2.126
1.436,-1.348,9.936,0.651,-0.412,2.128
1.4,-1.301,9.908,0.686,-0.42,2.155
1.414,-1.491,9.944,0.721,-0.398,2.156
1.397,-1.704,9.949,0.749,-0.387,2.115
1.349,-1.846,9.904,0.734,-0.387,2.081
1.308,-1.762,9.944,0.721,-0.39,2.057
1.183,-1.64,9.72,0.71,-0.387,2.065
1.211,-1.709,9.681,0.721,-0.357,2.065
1.282,-1.594,9.726,0.779,-0.338,2.042
1.314,-1.646,9.826,0.788,-0.317,2.039
1.414,-1.707,9.986,0.814,-0.301,2.015
1.485,-1.835,9.937,0.832,-0.29,1.99
1.529,-1.978,9.848,0.822,-0.264,1.96
1.662,-2.126,9.86,0.807,-0.255,1.912
1.724,-2.142,9.695,0.8,-0.234,1.848
1.79,-2.305,9.537,0.79,-0.219,1.788
1.957,-2.606,9.604,0.8,-0.202,1.703
2.005,-2.661,9.544,0.808,-0.193,1.609
2.057,-2.912,9.488,0.722,-0.199,1.535
2.253,-3.28,9.558,0.662,-0.206,1.445

1.782,-0.036,10.002,-0.021,0.046,0.018
1.742,-0.03,9.951,-0.02,0.041,0.035
1.743,0.001,9.933,-0.032,0.042,0.05
1.729,0.013,9.943,-0.052,0.047,0.072
1.696,0.052,10.04,-0.071,0.051,0.088
1.722,0.067,10.138,-0.075,0.037,0.107
1.724,0.09,10.207,-0.069,0.024,0.125
1.735,0.128,10.154,-0.062,0.022,0.139
1.736,0.13,10.057,-0.048,0.017,0.15
1.813,0.08,10.068,-0.043,0.018,0.167
1.786,0.077,10.115,-0.038,0.009,0.183
1.783,0.101,10.132,-0.049,0.003,0.206
1.762,0.157,10.084,-0.047,-0.014,0.232
1.716,0.129,10.019,-0.038,-0.02,0.25
1.762,0.13,10.059,-0.04,-0.016,0.263
1.77,0.166,10.043,-0.047,-0.018,0.278
1.732,0.143,10.007,-0.044,-0.028,0.296
1.755,0.146,9.938,-0.04,-0.025,0.306
1.735,0.16,9.904,-0.033,-0.024,0.316
1.678,0.157,9.909,-0.035,-0.018,0.342
1.685,0.127,9.877,-0.04,-0.02,0.37
1.6,0.199,9.846,-0.076,-0.012,0.404
1.537,0.293,9.885,-0.101,-0.021,0.446
1.431,0.423,9.936,-0.114,-0.025,0.496
1.427,0.534,10.119,-0.105,-0.029,0.556
1.357,0.618,10.16,-0.088,-0.03,0.624
1.317,0.71,10.232,-0.058,-0.045,0.694
1.296,0.735,10.191,-0.037,-0.067,0.769
1.218,0.74,10.084,-0.04,-0.082,0.847
1.249,0.763,10.143,-0.061,-0.094,0.933
1.3,0.792,10.169,-0.075,-0.113,1.028
1.198,0.811,9.935,-0.094,-0.119,1.122
1.255,0.785,10.019,-0.106,-0.118,1.213
1.345,0.775,10.046,-0.1,-0.133,1.301
1.204,0.811,10.094,-0.093,-0.139,1.382
1.266,0.785,10.285,-0.09,-0.138,1.466
1.305,0.675,10.256,-0.09,-0.146,1.531
1.232,0.685,10.216,-0.092,-0.151,1.582
1.215,0.646,10.207,-0.089,-0.164,1.642
1.213,0.656,10.182,-0.059,-0.181,1.705
1.18,0.571,10.2,-0.028,-0.192,1.762
1.258,0.468,10.327,0.009,-0.21,1.821
1.339,0.338,10.409,0.045,-0.222,1.881
1.397,0.228,10.355,0.081,-0.238,1.93
1.419,0.152,10.2,0.108,-0.254,1.975
1.432,0.013,10.003,0.121,-0.263,2.018
1.525,-0.129,9.994,0.13,-0.264,2.049
1.592,-0.229,10.063,0.132,-0.272,2.069
1.598,-0.22,10.114,0.145,-0.28,2.095
1.652,-0.268,10.211,0.165,-0.288,2.132
1.696,-0.362,10.183,0.189,-0.282,2.15
1.631,-0.484,10.066,0.224,-0.278,2.148
1.659,-0.602,10.006,0.259,-0.289,2.137
1.677,-0.712,9.97,0.272,-0.298,2.129
1.648,-0.761,9.953,0.277,-0.307,2.13
1.705,-0.857,10.005,0.287,-0.312,2.134
1.785,-0.951,9.972,0.304,-0.311,2.134
1.807,-1.067,9.862,0.312,-0.306,2.134
1.739,-1.163,9.791,0.316,-0.296,2.132
1.69,-1.128,9.805,0.335,-0.303,2.131
1.616,-1.095,9.792,0.365,-0.319,2.14
1.588,-1.175,9.841,0.395,-0.326,2.147
1.631,-1.226,9.937,0.409,-0.315,2.149
1.661,-1.259,9.997,0.421,-0.326,2.141
1.678,-1.275,9.965,0.42,-0.333,2.136
1.705,-1.409,9.815,0.402,-0.323,2.129
1.735,-1.415,9.799,0.4,-0.31,2.108
1.696,-1.385,9.722,0.392,-0.302,2.1
1.69,-1.521,9.69,0.387,-0.315,2.092
1.691,-1.554,9.746,0.385,-0.32,2.08
1.647,-1.579,9.843,0.38,-0.331,2.065
1.634,-1.605,9.91,0.358,-0.334,2.05
1.593,-1.565,9.972,0.336,-0.34,2.039
1.574,-1.481,9.979,0.352,-0.356,2.035
1.591,-1.497,9.938,0.376,-0.361,2.028
1.583,-1.468,9.977,0.401,-0.345,2.017
1.545,-1.347,10.031,0.444,-0.333,2.016
